Ticker,Year,NET_INCOME,SALES_REV_TURN,CF_FREE_CASH_FLOW,TOT_STK_AWARDS_GIVEN_TO_EXECS,TOT_TOP_3_HIGHEST_STK_AW_AMT,2ND_HIGHEST_STK_AWARDS_AMT,2ND_HIGHEST_ALL_OTH_COMP_AMT_AW,3RD_HIGHEST_ALL_OTH_COMP_AMT_AW,2ND_HIGHEST_TOT_COMP_AMT_AW,SUSTAINALYTICS_SOCIAL_PERCENTILE,SUSTAINALYTICS_ENVIRONMENT_PCT,GICS Sector,State,
WYNN,2016,65.8392,1082.6398,-123.5426,13415000,12740000,1350000,2846817.5,1627121,4346817.5,25.53948912,29.60556915,Consumer Discretionary, Nevada,
XEL,2016,266.3854,2750.618,-244.4434,11406867,8736879,1635063.5,2461781,2213949.5,2948031,78.6328548,63.39441939,Utilities, Minnesota,
XRX,2016,-42.4,2743.4,269.6,21142581,15926816,3876803,4519029,3770045.5,5322155,85.75166192,94.46675171,Information Technology, Connecticut,
XLNX,2016,148.9882,575.4358,194.7904,8165360,6498960,1166480,1633374,1596397,2128374,57.24192353,32.31662387,Information Technology, California,
XL,2016,133.9036,2635.4798,221.4116,6007687,7625027,2250007,7741432,4973904,9041432,31.04783504,0.997256028,Financials, Bermuda,
XYL,2016,74.8,953,107.4,6887101.5,5411343,1144040.5,1756616.5,1155055,2147560.5,78.7329025,83.49801946,Industrials, New York,
YUM,2016,410.75,1589,205.25,13822618,9675201,2300083,5835874,5587272,6627989,16.18738071,57.44710072,Consumer Discretionary, Kentucky,
ZBH,2016,86.58,1923.5,280.06,9057761.5,6992745.5,1906272,3977800.5,2840546,4404181,64.46318958,53.92165438,Health Care, Indiana,
ZTS,2016,168.6,1232.4,138.8,7943882,6116523.5,1266628.5,2607905.5,2049109.5,3237932.5,63.25489637,20.71486044,Health Care, New Jersey,
MMM,2015,1202.4,7598.6,1330.4,13815725.5,9412299.5,2154130.5,5892799,4954697.5,6602121.5,96.39258402,84.75322923,Industrials, Minnesota,
ABT,2015,1065.6,5152.2,561.4,10698691.5,8202358.5,1590196.5,5693888.5,4004673.5,6687740.5,60.22822742,76.56697005,Health Care, Illinois,
ABBV,2015,866.8,5662.2,1254.4,23179744.5,17527170,5504430,8351202.5,7386601.5,9578270,73.15034468,73.650023,Health Care, Illinois,
ACN,2015,760.2375,8259.28775,856.1395,25314802,18950822,4839238,6497898,3896648,8384023,87.98635473,88.89721413,Information Technology, Ireland,
ATVI,2015,250.6,1248,473,9702566,9702566,1896883.5,7032226,4898755.5,8272531.5,36.66776041,21.66376994,Information Technology, California,
AYI,2015,59.85,698.975,58.05,11001249,11001249,4433759,9694369,9581194,10131869,3.333333333,3.333333333,Technology,Georgia,
ADBE,2015,157.38775,1198.87775,321.1415,35917761,27510229,6854515,7028220,5485582,7211803,90.96233291,84.16897189,Information Technology, California,
AAP,2015,125.75325,2485.1705,115.0875,3025427,2675336,600110,1782109,1295938,2452783,23.92966819,39.12428532,Consumer Discretionary, Virginia,
AES,2015,102.4,3702.6,-45.2,8100948.5,6775856,1857221.5,2897984,1715703.5,3564484,43.79496419,42.87245842,Utilities, Virginia,
AET,2015,524.48,15021.64,737.72,12507865,10205244.5,3170120,7125038.5,5550699,7617405,82.90049768,69.65948086,Health Care, Connecticut,
AMG,2015,136.9,625.14,315.2,14925000,13300000,3800000,6329900.5,5043480,6829900.5,1.221772937,0,Financials, Massachusetts,
AFL,2015,647.2,5277.2,1749.8,9748893.5,7676204.5,2579209,6977761,5138305,7952761,56.60335262,52.75417685,Financials, Georgia,
A,2015,100.25,1009.5,102.5,7955656,6626333,2520205,5837847,2696798,6467847,93.17430575,89.01253964,Health Care, California,
APD,2015,328.3,2352.24,326.6,11263839,9428019,1290082,3510550,3243761,4083627,80.93600167,70.8718412,Materials, Pennsylvania,
AKAM,2015,83.7026,546.7486,90.338,18499643.5,14249819,3124934,3773553.5,3771132,4291958,45.91549099,70.87429631,Information Technology, Massachusetts,
ALB,2015,63.2796,723.4172,32.2084,5771678,5070565,801145,1648390,1293048.5,2127188,58.35012624,37.7585528,Materials, Louisiana,
ALXN,2015,59.6226,640.7312,125.0838,20533912,14688505,4397214,11462584.5,5670724.5,12341815,31.55784936,13.21455776,Health Care, Connecticut,
AGN,2015,636.46,3136.66,964.44,44197674.5,30320501.5,12820608.5,24039292,8934073,27426792,13.84963686,28.46031994,Health Care, Ireland,
ADS,2015,132.7392,1585.115,369.2432,12930606.5,9555276,2124186,2810657.5,2620503,3398495.5,46.78907544,56.19826088,Information Technology, Texas,
LNT,2015,90.18,811.54,-61.14,4098129.5,3573984,655511.5,1676581.5,950102.5,2120527.5,52.00486134,31.15219175,Utilities, Wisconsin,
ALL,2015,599,8882.4,780.6,8119025.5,6604026.5,1300026,4491280,3425880.5,5223395,70.42447524,71.2255596,Financials, Illinois,
GOOGL,2015,4204.6,18618.4,3891.6,214331467.5,194285367.5,62748196,63548629,28292914,69871129,72.74106412,87.216982,Information Technology, California,
GOOG,2015,4204.6,18618.4,3891.6,214331467.5,194285367.5,62748196,63548629,28292914,69871129,72.74106412,87.216982,Information Technology, California,
MO,2015,1295.4,4693.4,1434,13781470,10000582,2425275.5,5152580.5,4104988.5,6005497,40.5667755,55.60063697,Consumer Staples, Virginia,
AMZN,2015,162,27267,2580.6,17953678,15054124.5,3750834,4552434,3373634.5,4673354,51.0854368,50.04132025,Consumer Discretionary, Washington,
AEE,2015,135.6,1493.6,-21.8,9186785,7079710,2100271.5,3013811.5,1594493,3747135,48.04744578,20.82686254,Utilities, Missouri,
AAL,2015,1641.4,10230,-80.6,22210000,16790000,4875000,7889340.5,5619686.5,8540784,7.542570236,5.874133691,Industrials, Texas,
AEP,2015,447.62,4054.64,88.84,13985207.5,10498863,1894233.5,3406943.5,3168467.5,4109236,56.10235988,27.59654409,Utilities, Ohio,
AXP,2015,1322,8785.4,2338.8,26568477,22806891.5,5647009.5,8282185,7710472,13812171.5,60.1836452,67.42992953,Financials, New York,
AIG,2015,570.2,14747.4,705.4,29752854,17370085,5576652.5,8595303,8121335.5,10231058.5,54.78111978,43.80471733,Financials, New York,
AMT,2015,173.0922,1163.566,350.4064,11270283,7935129,1717547,4417809,4353284.5,5111806,42.7378293,82.23653122,Real Estate, Massachusetts,
AWK,2015,114.0236,778.0398,-29.6888,4464529,3025286.5,867025.5,1709639.5,1535193,2296786.5,65.99513389,68.78760897,Utilities, New Jersey,
AMP,2015,397.4,3059.2,566.6,9978000,7690500,1527500,7071540,6497803,7734040,10.55054305,49.08039296,Financials, Minnesota,
ABC,2015,38.717,34534.1698,870.4294,7924819,6244740,1199980,3169103,2797925,3845642,27.52543154,1.342806778,Health Care, Pennsylvania,
AME,2015,148.5718,999.6876,158.5434,3766509.5,3144250,696916.5,1953302,1546942,2810250,6.923076923,7.692307692,Industrials, Pennsylvania,
AMGN,2015,1646.6,5398.6,2434.6,27363101,20549781.5,7699949.5,10061264,6438333,11691332,54.69098944,65.48463165,Health Care, California,
APH,2015,191.38,1399.04,217.1,0,0,0,2396350.5,1757768.5,2921889.5,38.94240658,13.89268615,Information Technology, Connecticut,
APC,2015,-1417.4,2442,-1642.2,17328969.5,14703384.5,3366407,6645299.5,5578586,7384722.5,38.49665219,2.637076667,Energy, Texas,
ADI,2015,174.2195,858.773,188.4595,7040637,5789072,1362039,2854724,2736139,3359147,66.48785908,46.53057345,Information Technology, Massachusetts,
ANDV,2015,337,7431.2,305.4,16760636.5,13842091,2213334,4143522.5,3057359,4712594.5,26.17114069,5.127030228,Energy, Texas,
ANSS,2015,64.4308,239.4256,89.2864,11677979.5,9805219.5,1802237,1810967,1766119.5,2386843.5,29.19426258,33.54355659,Information Technology, Pennsylvania,
ANTM,2015,613.34,19628.16,714.96,16931649,12525154,2437538.5,4139174,4121676,4923789.5,66.4022598,72.21962951,Health Care, Indiana,
AON,2015,368.8,2996.2,524.2,34643772,29114062,7151990.5,10205560.5,6715570.5,11155560.5,53.89138554,57.16697734,Financials, United Kingdom,
APA,2015,-4336.2,1824.2,-702,29065619,17386637,3944005,7167160,5104537.5,7325373,60.03977373,25.83176279,Energy, Texas,
AAPL,2015,13432.75,58747,15841.25,100000525,60000315,20000105,24337977,24052241,25337977,7.787911726,76.61901891,Information Technology, California,
AMAT,2015,344.25,2414.75,237,28304987,20895978,5870470,6661954,5210091,7236954,88.52659146,79.49899459,Information Technology, California,
APTV,2015,358.8,3788.6,351.8,26827295,19324974,6214172.5,7503248,4854018,8480748,30.80645161,20.20781638,Consumer Discretionary, Kent, United Kingdom
ADM,2015,510,17719.2,163.2,14016501,11659507.5,2934331.5,8209879,5714142,9305299,31.7582143,52.53612303,Consumer Staples, Illinois,
AJG,2015,81.66,1327.56,148.74,2031263.5,1520785,557121.5,2668233,2264538,3439538,27.83505155,40.20618557,Financials, Illinois,
AIZ,2015,38.262,2592.1282,-1.8952,10841606,7420274.5,1709744,4276101.5,3994077.5,4899226.5,48.22283213,23.66376045,Financials, New York,
T,2015,1869.2,36248,3536.6,33175205.5,26155578.5,6189231,9545983,9184653,10398899.5,48.3094653,68.43292314,Telecommunication Services, Texas,
ADSK,2015,-70.45,630.1,111,15937997,12268746,2079720,2219095,2099314,2559314,78.73139655,95.07619891,Information Technology, California,
ADP,2015,367.06,2780.22,376.54,6133255,5010733,1637989,3055854,2355768,3645854,61.86554614,63.18001086,Information Technology, New Jersey,
AZO,2015,295.01075,2578.27975,254.8815,148707,135433,27530,2203885,1589864,2764424,60.14349737,43.73342821,Consumer Discretionary, Tennessee,
AVB,2015,176.936,459.3364,-154.5348,9660130,7452648.5,1471100,2068406.5,1939288.5,2501099,63.56648663,54.99592489,Real Estate, Virginia[5],
AVY,2015,71.975,1529.225,75.05,11514343,8089796,1624642,3574687,2442765,4129726,76.44663029,46.35748867,Materials, California,
BLL,2015,71.42,2005.96,140,4245687.5,3773430,1085276,2740443.5,2060718.5,3497152,100,80.93380978,Materials, Colorado,
BAC,2015,3836.8,23047,6118,41860559,26934732,8364405,8381905,6476478.5,14386124,68.56916873,91.5342699,Financials, North Carolina,
BK,2015,678.2,3854.6,887.8,27445056,19885629,7813648.5,11114037.5,6674901,11939037.5,62.06549743,83.48787695,Financials, New York,
BAX,2015,384.2,2551.4,340.4,14862879.5,10653850.5,3247242,8253700,4892074.5,8746953.5,88.19536059,98.66807606,Health Care, Illinois,
BBT,2015,534.4,2577.2,924.2,5696818.5,4238528.5,960792,5451570,4901897,6129695,38.14664232,1.587220197,Financials, North Carolina,
BDX,2015,184.8,2653.4,292.6,9369493,8494034,1750770,4423657,3105626,5173497,76.70780199,96.22132492,Health Care, New Jersey,
BBY,2015,234.25,10028.5,248.75,12904711,11239928,2696985,6060155,3545799,6985155,94.64010187,91.63717449,Consumer Discretionary, Minnesota,
BIIB,2015,886.12,2680.88,779.799,30070941.5,22424885.5,5444084,6012018,4958053,6573615.5,84.63554645,88.79262513,Health Care, Massachusetts,
BLK,2015,831.6,2837,805.6,41194496,32692714.5,11408442.5,12771140,9343465,19401895,18.40694964,76.52059668,Financials, New York,
HRB,2015,114.30675,769.14425,140.1155,8375150,7625121,1125042,1588633,1368422,2183762,13.01140881,18.22551433,Financials, Missouri,
BA,2015,1328.4,24116.4,2248.6,22768954,18121263,5800355,13645439,9366222,14823823.5,20.73372781,61.98816568,Industrials, Illinois,
BKNG,2015,600.6382,2212.8168,728.5634,26301230.5,22200958.5,4100272,5311802.5,5311609,5641802.5,8.849742841,16.7822635,Consumer Discretionary, Connecticut,
BWA,2015,149.92,2003.02,76.22,17055652.5,13760902,2847195,4213579.5,3369965.5,4835007,22.76054591,24.32227047,Consumer Discretionary, Michigan,
BXP,2015,152.0462,620.9056,47.483,14597588.5,12544019.5,4069101,4099905,3798933,6678654.5,36.70961863,75.28385441,Real Estate, Massachusetts,
BSX,2015,-107.6,1872.8,161,12336507.5,9470496,1814720,3258058,2311371,3688332,61.07277509,93.99753921,Health Care, Massachusetts[6],
BMY,2015,315.6,4163.6,333.2,31334952,23057822.5,5001193,9443833,7158623,10382264,88.09653283,84.27056711,Health Care, New York,
CHRW,2015,124.5292,3366.6572,179.0504,3954971,3161933,673799.5,1660677,1444122,2009542,13.86184629,6.067860152,Industrials, Minnesota,
CA,2015,196.4,1026,260.8,9271725,7961355,1771398,2823515,2240581,3461015,87.51702994,94.22280394,Information Technology, New York,
COG,2015,-67.1324,403.984,-85.5578,11032081.5,10333370.5,2797838,3613851.5,1299025,4086457.5,44.01435398,17.00070141,Energy, Texas,
CPB,2015,153,2007.5,212.25,16023087,12703293,5067962,5628244,3259868,6967645,92.0515727,93.36446494,Consumer Staples, New Jersey,
COF,2015,1009.8,6248,2220.2,30636344,23492606,5707577,6820788.5,5268074.5,8358788.5,65.39102119,46.64307618,Financials, Virginia,
CAH,2015,331.6,27591.8,690.2,14310872,12273374,4540005,6470621,2841672,7159251,23.51750646,60.39627693,Health Care, Ohio,
KMX,2015,156.38475,3739.4905,-219.2215,3590247,2495637,435319,5012653,2800170,5396479,39.8256997,40.11784386,Consumer Discretionary, Virginia,
CCL,2015,439.25,3928.75,562.75,9080124,6700783,1586417,3919607,3176725,4744607,1.596516691,55.79159837,Consumer Discretionary, Florida,
CAT,2015,653.8,12251,862.4,3867535,2780437.5,632349,7554622,6735784,8389190.5,30.25853489,80.68244124,Industrials, Illinois,
CBRE,2015,150.2818,2728.6008,205.7768,13867233,9057361.5,2849935.5,4278660.5,3584384.5,5242410.5,80.20737091,72.82427642,Real Estate, California,
CBS,2015,365.2,3449.6,418.8,34811784.5,33356856.5,10443234.5,15696853.5,5362039,26723161,25.78334374,27.58511715,Consumer Discretionary, New York,
CELG,2015,443.18,2268.3,660.64,14668963,10174048,3038053.5,8462639.5,7454579.5,9085473,55.21179621,42.01253107,Health Care, New Jersey,
CNP,2015,-103.2,1951.6,36.2,7761230.5,5550038,1873779,1907523.5,1797961,2507523.5,34.0882913,14.60971637,Utilities, Texas,
CTL,2015,213.2,4467.6,519.4,15332207,12708547,2436416,4130439.5,2253628.5,4738848.5,37.9837138,43.45377844,Telecommunication Services, Louisiana,
CERN,2015,130.2815,1044.001,121.573,3773125,3259980,1086660,3749480,3662511,4354095,35.52926117,23.62607929,Health Care, Missouri,
CF,2015,187.66,1104.9,-313.6,2770404.5,2090952.5,479968,1791247.5,1559275.5,2321247.5,1.23340977,0,Materials, Illinois,
SCHW,2015,359.4,1615.6,350,8375000,5937500,1500000,4384785,3083808.5,4884785,64.35188338,15.82520926,Financials, California,
CVX,2015,1611.6,32534.6,-2643.8,14120466.5,10066532.5,2465446.5,9857713,8385985.5,10993129.5,38.19644001,15.49835801,Energy, California,
CMG,2015,119.3672,1114.2068,93.2038,14556125.5,14556125.5,6015018,19603140,7416691,20857140,54.70625141,45.24329562,Consumer Discretionary, Colorado,
CB,2015,677.8,4745.8,1027.6,16295649,13680012,2823758.5,3952774,3057486.5,7207774,17.37715843,49.30829643,Financials, Switzerland,
CHD,2015,103.4,852.06,128.32,0,0,0,1644810,886719.5,2272101.5,11.13938693,10.77308656,Consumer Staples, New Jersey,
CI,2015,512.2,9344.6,597.2,11836193,9067777.5,1373143.5,3685724.5,3295431,4338173.5,16.32292793,49.81531081,Health Care, Connecticut,
XEC,2015,-466.6312,400.9652,-100.3778,18798018,13295622,3336718,3889680,3631393,4369554.5,18.97295716,13.97318084,Energy, Colorado,
CINF,2015,160.2,1280.8,258.2,1890691.5,1350695.5,453770.5,1461485,1233001,2384643.5,5.97547616,37.1804814,Financials, Ohio,
CTAS,2015,161.34475,1167.35,81.557,6483538,6285240,1710798,2337851,1216989,2963061,77.30424846,29.21128017,Industrials, Ohio,
CSCO,2015,2395.75,12399.5,2905.75,101571386,70856995,23626724,26008391,25716594,26833391,94.73537025,89.88938886,Information Technology, California,
C,2015,3517.2,21866.6,10858.6,27897657,19444707.5,7110463,7727811,6025310,14527811,75.57606121,79.4980349,Financials, New York,
CFG,2015,207.4,1311.2,267.6666667,9895684.5,7721467.5,1943120.5,3154293,2249225,4045543,18.46846847,16.36636637,Financials, Rhode Island,
CTXS,2015,82.9178,825.4154,202.8358,40677016,24632814,6861561.5,10332604,6306876,11035757.5,76.57593906,60.80236752,Information Technology, Florida,
CLX,2015,162.2,1407.6,130.4,4287161,3037765,549698,4752194,4155352,5906617,47.22222222,66.66666667,Consumer Staples, California,
CME,2015,310.7,833.58,376.86,10268684.5,7281776,2505162.5,4143288,2807776.5,5143288,55.63664321,65.35000489,Financials, Illinois,
CMS,2015,123.8,1642.8,8.2,8444270.5,6305190.5,1095200,2447443,1658705.5,3137443,83.44192972,69.83765042,Utilities, Michigan,
KO,2015,1624.2,11033.2,1964.6,15790896,12351519,3675034.5,8330675.5,7069746,9133597.5,97.98061379,52.75199796,Consumer Staples, Georgia,
CTSH,2015,397.4114,3031.746,432.708,26412629.5,21127246.5,5520591.5,6241522,5809926.5,6846022,92.21649656,83.50483492,Information Technology, New Jersey,
CL,2015,402.4,4051,580,6176945.5,4811564.5,853844.5,4520834,4072288.5,5385834,26.3202879,26.30807789,Consumer Staples, New York,
CMCSA,2015,2017.6,18448.4,2686.6,35892933.5,25699819,7864924,31711631,26247245,34604662.5,76.91029143,73.66595715,Consumer Discretionary, Pennsylvania,
CMA,2015,134,696.6,156.75,5891346.5,4793637,879688.5,1634955,1398780.5,2261463,71.66770494,73.4205507,Financials, Texas,
CAG,2015,-436.025,3041.425,233.6,10573696,7417108,2712729,6390961,1634239,6640576,30.33467667,46.05371619,Consumer Staples, Illinois,
CXO,2015,39.1592,625.7738,-280.973,23928711,18228197,4344651.5,4437058.5,4092390.5,5842058.5,12.86597594,9.602795141,Energy, Texas,
COP,2015,-893.4,8154.4,-771.4,17495101,12369835.5,3173299,9176751.5,7774388.5,10267585,86.93526086,30.45452038,Energy, Texas,
ED,2015,254.8,3076.6,19.6,8063983.5,6146775,1515975,4203939,2591779,4673256,48.3257892,79.05864139,Utilities, New York,
STZ,2015,256.525,1590.35,182.65,4821775,4061203,805737,5761257,2120383,6984363,22.86023849,12.03692598,Consumer Staples, New York,
COO,2015,50.8805,449.26525,36.98675,3242220,2600062,851912,1829484,1495561,2411109,10.25362319,1.23927832,Health Care, California,
GLW,2015,465.4,2303,467,4921174,3609635,1003393,4582003,4405820,6101508.5,48.31247211,35.1560992,Information Technology, New York,
COST,2015,590.25,29138.25,353.75,21823684,13440364,5322962,5453514,2971196,6310578,12.72285563,6.539423678,Consumer Staples, Washington,
CCI,2015,333.8116,917.9438,214.9658,13776406,10816113.5,2309220.5,3050378.5,3027445,3553658.5,4.310960916,77.32275932,Real Estate, Texas,
CSX,2015,492,2952.75,201.75,22534474,15889472,6083112,6273556,3132550,6877763,43.17615092,82.53779085,Industrials, Florida,
CMI,2015,368.6,4840,371.8,5150704,3964001,850675,4095750,3767006,4847750,74.66843868,78.16284388,Industrials, Indiana,
CVS,2015,1311.6,38069,1779,17089237,14089338.5,4437447,10331314.5,6451627,11212564.5,46.24296435,32.191995,Consumer Staples, Rhode Island,
DHI,2015,181.68,2648.06,124.54,12694530,11180427,2409464,6492720,2769737,7192720,10.15779093,16.56804734,Consumer Discretionary, Texas,
DHR,2015,803.8,4611.96,894.88,18994304.5,11553060.5,3083400,7039796,5963159,7841621,33.17139001,51.31964527,Health Care, D.C.,
DRI,2015,92.175,1726.25,101.1,2382836,1732258,450773,3152108,2903951,3970966,27.30505919,69.20925837,Consumer Discretionary, Florida,
DVA,2015,95.5504,3421.9708,116.2776,6307960,5957706.5,1171849,10394080,7374474,11394080,29.628323,65.17866552,Health Care, Colorado,
DE,2015,485.025,7215.725,228.55,10225495,8023687,1258151,5048290,4915002,5724129,71.85904163,78.90563974,Industrials, Illinois,
DAL,2015,762.8,10070.2,980.8,22947616,16747409,4375207.5,8406077,5912791,9027952,73.33075375,58.51037851,Industrials, Georgia,
XRAY,2015,67.18,678.66,118.3024,4865100.5,4180487.5,1050930,2421256.5,1952321.5,3048506.5,47.18772394,38.83551291,Health Care, Pennsylvania,
DVN,2015,-2660.8,3487.8,-443,23032637.5,16531447.5,5233707,8207455,5191453.5,8695347.5,56.13570475,38.7139405,Energy, Oklahoma,
DLR,2015,52.571,435.1104,-21.8244,13002272.5,9422301,3172335.5,4176603.5,2753130,4539907,21.22680228,31.62204937,Real Estate, California,
DFS,2015,540.2,2468.2,912,20841195,15800862.5,4650005.5,6053425,4723824,6928425,54.22177902,64.82907709,Financials, Illinois,
DISCA,2015,256.8,1614,312.8,59899573,57344764,2253035,5832634,4907454,7232235.5,20.36527565,45.63060546,Consumer Discretionary, Maryland,
DISCK,2015,256.8,1614,312.8,59899573,57344764,2253035,5832634,4907454,7232235.5,20.36527565,45.63060546,Consumer Discretionary, Maryland,
DISH,2015,242.4608,3781.4424,414.6706,6872185,6872185,143775,1826919.5,581633.5,2356942.5,11.85912761,0.98764269,Consumer Discretionary, Colorado,
DG,2015,286.069,5005.17075,202.74825,6732616,4926346,821048,2063869,1723569,2829211,63.28324345,30.27944224,Consumer Discretionary, Tennessee,
DLTR,2015,65,3152.175,34.425,9442462,7242762,1780806,2838760,2099336,3669529,26.12145158,50.83142961,Consumer Discretionary, Virginia,
D,2015,428.4,2925.2,-617.2,8839353.5,7541907.5,1519431,4241441,3180686,5023791.5,67.03918193,19.62285822,Utilities, Virginia,
DOV,2015,207.8246,1786.8516,209.6756,4894978.5,3845001.5,719998,2825099.5,2277972.5,4045099.5,52.16319897,69.54197195,Industrials, Illinois,
DPS,2015,182.8,1558.2,204.2,8833074.5,7033261,1153437,2303779.5,2256130.5,2879087.5,63.51946467,47.26802279,Consumer Staples, Texas,
DTE,2015,205.2,2683,-23,11959797,9554108.5,1716248.5,3452276,3175990.5,4101622.5,89.8808402,31.81135997,Utilities, Michigan,
DRE,2015,125.6252,239.144,-30.1958,5200250,4211750,900000,2024174.5,1332937.5,2492925,51.11061001,30.23870082,Real Estate, Indiana,
DUK,2015,582.6,5182.4,-242.8,12688014,9238291,1495424.5,3465203.5,3118334.5,4405847.5,69.38394627,3.294201916,Utilities, North Carolina,
ETFC,2015,61.8,414.4,211.8,7349923,6274938.5,1624973,4788377.5,3160149.5,5338473.5,34.22373589,20.12852707,Financials, New York,
EMN,2015,172.8,2399.4,328.8,10882822,8659791,2290952,3797280.5,3121966.5,4541770.5,49.43251569,57.31012438,Materials, Tennessee,
ETN,2015,512,5284,511,9124368,6561730.5,1085157,4908062.5,4854292.5,5693222,77.43589744,62.82051282,Industrials, Ireland,
EBAY,2015,549.6,2183,961.2,45568754,27663102.5,8889084,13308588,10103141,14279742,83.28082693,75.50897716,Information Technology, California,
ECL,2015,267.52,3445.18,327.88,6939110.5,5756801.5,946692,3496033,3039834,4101033,42.12239131,58.25515947,Materials, Minnesota,
EIX,2015,316.2,2927.6,237.4,5221078,4169698,714531.5,3720895.5,3611774,4331384,28.03200258,22.70637301,Utilities, California,
EW,2015,120.82,622.34,101.14,6829436,5847893,2021816.5,6189900,2441220.5,6978361.5,76.59173929,19.37915907,Health Care, California,
EA,2015,158.8,1079.8,319.4,16719488,16719488,5022628,7843019,7000617,8485665,23.65259058,8.705625388,Information Technology, California,
EMR,2015,611.8,4806.2,460.8,11168900,11168900,833700,1577170,1083787,2986732,60.25641026,23.33333333,Industrials, Missouri,
ETR,2015,-6.3454,2868.9136,-3.2636,9382764.5,6824472.5,1805362.5,3574185.5,3136235,4127595.5,62.66756611,46.67522782,Utilities, Louisiana,
EOG,2015,-815.9854,2624.1626,-262.8304,12416518.5,10142281.5,3826092.5,6681913.5,2601653,7494990.5,22.84837569,21.3555336,Energy, Texas,
EQT,2015,14.0934,552.708,-357.8928,14165637,10873441,2899940,4745845.5,4186914,5484990,82.569937,56.08858951,Energy, Pennsylvania,
EFX,2015,105.42,657.64,153.88,14396186.5,12215749.5,3722781.5,4584988,2199368,5066373,20.89907955,6.663457625,Industrials, Georgia,
EQIX,2015,-33.4658,672.7976,-9.5576,20231145.5,16082219.5,3595628.5,4047928.5,3558431,4560717,57.3422242,60.78105133,Real Estate, California,
EQR,2015,217.5718,681.925,44.89,16158929,12475825,2439915,3294146.5,2979165.5,3894146.5,23.86998494,51.35117555,Real Estate, Illinois,
ESS,2015,54.7218,294.735,-28.7626,4466071,3084003.5,801609.5,1638839.5,1540737.5,1988839.5,4.310960916,2.582837575,Real Estate, California,
EL,2015,323.36,2821.68,431.94,16043212,12136578,3416018,8777077,6625229,9817077,40.74802391,41.0391363,Consumer Staples, New York,
ES,2015,220.019,1967.1894,-105.736,10424569.5,7903990.5,1210265.5,3359922,3005234.5,3956568.5,72.44110289,66.79009168,Utilities, Massachusetts,
RE,2015,263.5984,1439.0396,278.309,4037864,3168452,620065.5,2319848.5,1466908,2989079.5,5.97547616,1.064837094,Financials, Bermuda,
EXC,2015,457.4,7340.4,-295.6,19899070.5,15291033,2946122.5,4128556,3944029.5,4975879.5,75.91380965,89.03427074,Utilities, Illinois,
EXPE,2015,166.0868,1605.659,58.4904,1040444.5,1040444.5,0,6122429.5,4000097.5,8760010,21.99676054,23.07417672,Consumer Discretionary, Washington,
EXPD,2015,111.3208,1677.0924,119.8078,0,0,0,4793682,4478764.5,4893682,17.41306815,57.8052933,Industrials, Washington,
ESRX,2015,611.64,25612.88,1473.44,18555595,14116666.5,4083333.5,6772686,5858738,7875552.5,46.27694812,32.99448137,Health Care, Missouri,
XOM,2015,4544,62579,477,54536298,38604176,10104000,12690600.5,12585446.5,15528725.5,72.39339575,48.42164373,Energy, Texas,
FFIV,2015,90.946,481.8618,162.9626,22853120,15115766,4353974,4446354,3963074,4596354,13.57078891,18.72996548,Information Technology, Washington,
FB,2015,873.2,4355.6,1541.6,53889622.5,38811926,13245208.5,13256083.5,10677430,14670964.5,1.69415501,46.97570782,Information Technology, California,
FAST,2015,126.9504,959.0882,102.459,0,0,0,729481.5,701620.5,1215370.5,26.45180906,59.38264634,Industrials, Minnesota,
FRT,2015,49.0762,184.0778,-13.6652,6704241,6704241,1226224,1572239,875709,1997239,11.14790394,30.53880259,Real Estate, Maryland,
FDX,2015,279,12140.5,164.75,3025212,1881158,572027,6303010,5610767,7245106,38.55156581,89.84062495,Industrials, Tennessee,
FIS,2015,165.32,1656.9,287.66,10877900.5,8920307.5,2101844,6020178,4040778,6920178,37.27461766,20.23614218,Information Technology, Florida,
FITB,2015,419.8,1739.2,523.2,12417425.5,8512018.5,2567222.5,4424105,2875673,5498048.5,44.41721726,39.63299314,Financials, Ohio,
FE,2015,54.4,3701.8,68.6,12853521.5,10914062.5,2266132,4961892,3523278.5,5639962,9.17823853,9.529694561,Utilities, Ohio,
FISV,2015,178.6,1314,253.4,2270892.5,2270892.5,750026.5,2553556.5,2199752,3141056.5,26.97695755,29.28031191,Information Technology, Wisconsin,
FLIR,2015,62.8876,398.2866,50.012,4373859.5,3215863,681636,1562198,1260046.5,2047929,29.46558255,4.316183939,Information Technology, Oregon,
FLS,2015,84.2466,1188.4778,130.3706,11554649,10179455,3507958.5,4142939.5,1920600,4858623,66.9401927,44.82702532,Industrials, Texas,
FLR,2015,125.3938,4713.8534,148.3988,11189809,8810995.5,1641650.5,3492238,2885354.5,4353227,41.48564614,24.32915921,Industrials, Texas,
FMC,2015,113.1,832.86,-68.1,4286724.5,3888716,555905,1555166.5,1241652,2081865,92.59954138,31.21279503,Materials, Pennsylvania,
FL,2015,132.25,1829,115.5,9625358,7806244,1881414,7914689,3875523,8989689,38.63924051,0,Consumer Discretionary, New York,
F,2015,1093.8,37085.6,1808.8,28020103,21094835.5,6163878,14066168,9339099.5,15897418,68.18181818,61.18881119,Consumer Discretionary, Michigan,
FBHS,2015,72.02,1123.8,82.74,7973375,6206958,2070630,3088624,2413966.5,3735278,0,0,Industrials, Illinois,
